主事件标题,事件标题,时间,地点,涉事方,关键动作,总触达量,链接1,链接2,链接3,链接4,链接5,链接6,链接7,链接8,链接9,链接10,链接11,链接12,链接13,链接14,链接15,链接16,链接17,链接18,链接19,链接20,链接21,链接22,链接23,链接24,链接25,链接26,链接27,链接28,链接29,链接30,链接31,链接32,链接33,链接34,链接35,链接36,链接37,链接38,链接39,链接40,链接41,链接42,链接43,链接44,链接45,链接46,链接47,链接48,链接49,链接50,链接51,链接52,链接53,链接54,链接55,链接56,链接57,链接58,链接59,链接60,链接61,链接62,链接63,链接64,链接65,链接66,链接67,链接68,链接69,链接70,链接71,链接72,链接73,链接74,链接75,链接76,链接77,链接78,链接79,链接80,链接81,链接82,链接83,链接84,链接85,链接86,链接87,链接88,链接89,链接90,链接91,链接92,链接93,链接94,链接95,链接96,链接97,链接98,链接99,链接100,链接101,链接102,链接103,链接104,链接105,链接106,链接107,链接108,链接109,链接110,链接111,链接112,链接113,链接114,链接115,链接116,链接117,链接118,链接119,链接120,链接121,链接122,链接123,链接124,链接125,链接126,链接127,链接128,链接129,链接130,链接131,链接132,链接133,链接134,链接135,链接136,链接137,链接138,链接139,链接140,链接141,链接142,链接143,链接144,链接145,链接146,链接147,链接148,链接149,链接150,链接151,链接152,链接153,链接154,链接155,链接156,链接157,链接158,链接159,链接160,链接161,链接162,链接163,链接164,链接165,链接166,链接167,链接168,链接169,链接170,链接171,链接172,链接173,链接174,链接175,链接176,链接177,链接178,链接179,链接180,链接181,链接182,链接183,链接184
中国与菲律宾在南海的主权争议持续升级并引发美国关注,中国在南海宣称将坚决维护主权和安全,2025-6-2,南海,中国,中国宣称将坚决维护其在南海的主权和安全,3523447,"""https://www.newsweek.com/china-news-navy-coast-guard-show-force-philippines-south-china-sea-2079645?utm_term=Autofeed&utm_medium=Social&utm_source=Twitter#Echobox=1748856428""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中美两国在南海问题上持续交锋,美国军舰在南海挑战中国主张,2025-6-2,南海,美国、中国,美国军舰在南海挑战中国的主权主张,605623,"""https://www.newsweek.com/us-news-warship-challenged-beijing-south-china-sea-claims-2079721""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国与菲律宾在南海的主权争议持续升级并引发美国关注,中国船只在菲律宾占领的南海岛屿附近搁浅,2025-6-8,南海，菲律宾占领岛屿附近,中国,中国船只在菲律宾占领的南海岛屿附近搁浅,612643,"""https://www.stripes.com/theaters/asia_pacific/2025-06-08/chinese-ship-runs-aground-18051713.html""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国与菲律宾在南海的主权争议持续升级并引发美国关注,美国与菲律宾在南海讨论中国行动并寻求经济合作,2025-6-10,南海,美国、菲律宾,美国与菲律宾讨论中国在南海的行动并寻求经济合作,1296862,"""https://x.com/SecRubio/status/1932162227068645754/photo/1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国在南海部署航母编队并进行海试，同时俄罗斯与伊朗、叙利亚、朝鲜建立联盟以牵制美国，美国航母从南海转移至中东,美国航母从南海转移至中东,2025-6-16,南海、中东,美国,美国尼米兹号航空母舰从南海转移至中东,6159526,"""https://x.com/TheBelaaz/status/1934519622377656576/photo/1""","""https://x.com/TheCradleMedia/status/1934556911006888299/photo/1""","""https://www.reuters.com/world/china/us-aircraft-carrier-heads-west-schina-sea-amid-middle-east-tensions-2025-06-16/""","""https://x.com/TheInsiderPaper/status/1934572351683010925/photo/1""","""https://x.com/ianellisjones/status/1934363593891352821/photo/1""","""https://twitter.com/JenGriffinFNC/status/1934616363194089879""","""https://x.com/MericaCulture/status/1934620397397483958/photo/1"";""https://twitter.com/ericldaugh/status/1934619007262568562"";""https://x.com/EricLDaugh/status/1934619007262568562/photo/1""",https://twitter.com/DanDePetris/statuses/1934617582553956391,"""https://www.reuters.com/world/china/us-aircraft-carrier-heads-west-schina-sea-amid-middle-east-tensions-2025-06-16/?taid=68501fe286eaf50001e0a604&utm_campaign=trueAnthem:+Trending+Content&utm_medium=trueAnthem&utm_source=twitter""",https://twitter.com/Wendehopes/statuses/1934620443039895703,"""https://x.com/RpsAgainstTrump/status/1934628701859115162/photo/1""","""https://twitter.com/thebelaaz/status/1934519622377656576"";""https://x.com/TheBelaaz/status/1934519622377656576/photo/1""","""https://nypost.com/2025/06/16/world-news/us-aircraft-carrier-heads-west-from-south-china-sea-amid-middle-east-tensions/?utm_campaign=nypost&utm_source=twitter&utm_medium=social"";""https://x.com/nypost/status/1934611307937837525/photo/1""","""https://twitter.com/ianellisjones/status/1934363593891352821"";""https://x.com/ianellisjones/status/1934363593891352821/photo/1""",https://twitter.com/JacquiHeinrich/statuses/1934616488779874317,https://twitter.com/JoeTruzman/statuses/1934619037071532080,https://twitter.com/arielmou/statuses/1934616878904705356,https://twitter.com/HN_Schlottman/statuses/1934624834689851529,"""https://twitter.com/jengriffinfnc/status/1934616363194089879""","""https://x.com/MichaelSCollura/status/1934622175086158151/photo/1""",https://twitter.com/LucasFoxNews/statuses/1934616428830708134,https://twitter.com/inside_IL_intel/statuses/1934966823272788418,"""https://twitter.com/inside_il_intel/status/1934966823272788418""","""https://twitter.com/edycohen/status/1934654290468966863""","""https://x.com/Defence_Index/status/1934546843813220411/video/1""","""https://www.politico.com/news/2025/06/16/us-military-middle-east-00407742""",https://twitter.com/Politics1com/statuses/1934660397149081835,https://twitter.com/CarolineRose8/statuses/1934791143679521218,"""https://x.com/Defence_Index/status/1934546843813220411?t=iQgSisx5wU2vswzOmtqHuQ&s=09"";""https://x.com/Defence_Index/status/1934546843813220411/video/1""","""https://twitter.com/defencehq/status/1934926491747311811""",https://twitter.com/RonColeman/statuses/1934967563718455442,"""https://twitter.com/defence_index/status/1934546843813220411"";""https://x.com/Defence_Index/status/1934546843813220411/video/1""","""https://twitter.com/disclosetv/status/1934618427148169353""",https://twitter.com/fredforthemets/statuses/1934967482046972050,"""https://www.reuters.com/world/china/us-aircraft-carrier-heads-west-schina-sea-amid-middle-east-tensions-2025-06-16/"";""https://x.com/AsiaMTI/status/1934694971245838696/photo/1""","""https://www.dailymail.co.uk/news/article-14822895/Iranian-Supreme-Leader-Ayatollah-Khamenei-battle-begins-Israel.html"";""https://x.com/OwenGregorian/status/1935300779965022438/photo/1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国在南海部署航母编队并进行海试，同时俄罗斯与伊朗、叙利亚、朝鲜建立联盟以牵制美国，美国航母从南海转移至中东,中国在南海部署航母编队，俄罗斯与伊朗、叙利亚、朝鲜建立联盟,2025-6-16,南海、中东、东北亚,中国、俄罗斯、伊朗、叙利亚、朝鲜、美国,中国在南海部署两个航母编队并进行航母海试，俄罗斯与伊朗、叙利亚、朝鲜建立联盟以牵制美国,687568,"""https://x.com/f_leclerc20037/status/1934412340096586171/video/1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
俄罗斯经济部长将乌克兰、南海、伊朗和巴勒斯坦冲突视为一场全球战争的不同战线,俄罗斯经济部长将乌克兰、南海、伊朗和巴勒斯坦冲突视为一场战争的不同战线,2025-6-19,乌克兰、南海、伊朗、巴勒斯坦,俄罗斯、乌克兰、伊朗、巴勒斯坦,俄罗斯经济部长马克西姆·奥列什金将乌克兰、南海、伊朗和巴勒斯坦的冲突视为一场全球战争的不同战线,3237115,"""https://x.com/InfraHaz/status/1935429112795189248/video/1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国海警在南海黄岩岛附近驱逐菲律宾船只,中国海警 与 菲律宾 在 南海黄岩岛 发生 驱逐船只行动,2025-6-20,南海黄岩岛,中国海警、菲律宾,中国海警在南海黄岩岛附近驱逐了一艘菲律宾船只,9693242,"""https://www.bloomberg.com/news/articles/2025-06-20/china-says-it-drove-away-philippine-ship-from-disputed-shoal?taid=6855027570248a00018a90e9&utm_campaign=trueanthem&utm_content=business&utm_medium=social&utm_source=twitter""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国在南海建设军事化人工岛屿并将其军事能力投射至中东、红海和吉布提,中国 在 南海 发生 军事化人工岛屿与军事能力投射,2025-6-22,南海；中东；红海；吉布提,中国,中国在南海建设并军事化人工岛屿，将其军事能力投射至中东、红海和吉布提，以建立或限制他国进入南海,1092769,"""https://x.com/ShawnRyan762/status/1936499365482516967/video/1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
美国对中国产品征收关税，中国在南海进行军事演习并威胁切断稀土供应,美国 与 中国 在 南海 发生 贸易战与军事威胁,2025-6-23,南海,美国、中国,美国对中国产品征收关税，中国在南海进行军事演习并威胁切断稀土供应,633073,"""https://x.com/WatchmanHQ/status/1936830314502074823/video/1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
美国海军与菲律宾在南海附近建设军事船只维修基地,美国海军与菲律宾在南海附近建设军事船只维修基地,2025-7-17,南海附近,美国海军、菲律宾,美国海军将在菲律宾面向南海的省份建设两个军事船只维修和保养设施,1662695,"""https://www.washingtontimes.com/news/2025/jul/16/us-construct-repair-facilities-philippine-navy-near-disputed-south/?utm_medium=SocialFlow&utm_source=Twitter&utm_campaign=twtnl_x""","""https://www.washingtontimes.com/news/2025/jul/16/us-construct-repair-facilities-philippine-navy-near-disputed-south/?utm_source=Twitter&utm_medium=SocialFlow&utm_campaign=twtnl_x"";""https://x.com/WashTimes/status/1945598592556646647/photo/1""","""https://www.washingtontimes.com/news/2025/jul/16/us-construct-repair-facilities-philippine-navy-near-disputed-south/?utm_campaign=twtnl_x&utm_source=Twitter&utm_medium=SocialFlow"";""https://x.com/WashTimes/status/1945658985794637925/photo/1""","""https://www.washingtontimes.com/news/2025/jul/16/us-construct-repair-facilities-philippine-navy-near-disputed-south/?utm_source=Twitter&utm_medium=SocialFlow&utm_campaign=twtnl_x"";""https://x.com/WashTimes/status/1945628787925753950/photo/1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
菲律宾与印度在南海举行首次联合海上演习,菲律宾与印度在南海举行首次联合海上演习,2025-8-2,南海,菲律宾、印度,菲律宾和印度将在南海举行首次联合海上演习,644599,"""https://www.navalnews.com/naval-news/2025/08/india-and-philippines-to-launch-first-joint-maritime-drills-in-south-china-sea/""","""https://x.com/IsabellaAn67/status/1951579781839098129/photo/1""","""https://x.com/sidhant/status/1952377500526583918/video/1""","""https://twitter.com/haroldwren22/status/1952197768409186365"";""https://twitter.com/firstsquawk/status/1952192633511792927""","""https://twitter.com/firstsquawk/status/1952192633511792927""","""https://www.theepochtimes.com/china/philippines-india-conduct-first-joint-naval-patrols-in-south-china-sea-5896480?utm_medium=social&utm_source=twitter&utm_campaign=etchina""","""https://www.washingtontimes.com/news/2025/aug/4/india-philippines-staging-joint-naval-drill-disputed-south-china-sea/?utm_campaign=twtnl_x&utm_medium=SocialFlow&utm_source=Twitter""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国在南海进行军事巡逻,中国在南海进行军事巡逻,2025-8-4,南海,中国,中国军队在南海进行了军事巡逻,3460478,"""https://www.newsmax.com/newsfront/china-military-patrol/2025/08/04/id/1221143/""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国海警与海军在南海争议海域拦截菲律宾船只并发生碰撞，引发美国部署军舰,中国海警与中国海军在西菲律宾海的Bajo de Masinloc附近试图拦截菲律宾海岸警卫队巡逻艇时发生碰撞,2025-8-11,西菲律宾海的Bajo de Masinloc附近,中国海警、中国海军、菲律宾海岸警卫队,中国海警船只与中国海军052D型驱逐舰在试图拦截菲律宾海岸警卫队巡逻艇时发生碰撞,22757505,"""https://x.com/sentdefender/status/1954781117024022674/video/1""","""https://twitter.com/Archer83Able/status/1954892092791980390"";""https://x.com/Archer83Able/status/1954892092791980390/video/1""","""https://x.com/newswatchplusph/status/1954753650959769621/video/1""","""https://x.com/TristanNodalo/status/1954748294737092611/video/1""","""https://x.com/sentdefender/status/1954815937204367448/video/1""","""https://x.com/sentdefender/status/1954812633363664949/video/1""","""https://x.com/CollinRugg/status/1954978403180040331/video/1""","""https://twitter.com/osint613/status/1954990357676167509"";""https://x.com/Osint613/status/1954990357676167509/video/1""","""https://www.washingtonpost.com/world/2025/08/11/south-china-sea-collision/?utm_campaign=wp_main&utm_source=twitter&utm_medium=social"";""https://x.com/washingtonpost/status/1954996371045388363/video/1""","""https://x.com/nikki_miumiu/status/1955018303707218003/photo/1"";""https://twitter.com/collinrugg/status/1954978403180040331"";""https://x.com/CollinRugg/status/1954978403180040331/video/1""","""https://news.usni.org/2025/08/11/chinese-coast-guard-navy-ships-collide-in-south-china-sea-during-blockade-attempt-against-philippine-forces"";""https://x.com/DerekJGrossman/status/1955080970744545362/photo/1""","""https://x.com/JoshuaDone/status/1954939312078012872/photo/1"";""https://twitter.com/sentdefender/status/1954812633363664949"";""https://x.com/sentdefender/status/1954812633363664949/video/1""","""https://twitter.com/collinrugg/status/1954978403180040331"";""https://x.com/CollinRugg/status/1954978403180040331/video/1""","""https://www.twz.com/sea/chinese-destroyer-rips-bow-off-chinese-coast-guard-cutter-during-intense-harassing-maneuvers""","""https://x.com/Archer83Able/status/1954892092791980390/video/1""","""https://www.nytimes.com/video/world/asia/100000010336157/south-china-sea-philippines-crash.html?partner=IFTTT""","""https://wgntv.com/news/international/ap-international/ap-philippines-blames-china-for-south-china-sea-collision-in-disputed-waters/"";""https://x.com/WGNNews/status/1955301294526046415/photo/1""","""https://twitter.com/archer83able/status/1954892092791980390"";""https://x.com/Archer83Able/status/1954892092791980390/video/1""","""https://apnews.com/article/south-china-sea-philippines-scarborough-shoal-0164b204d780052482c18a0876811266""","""https://x.com/jackgbradley/status/1955759973948092522/video/1""","""https://www.washingtontimes.com/news/2025/aug/13/inside-ring-china-embarrassed-china-sea-ship-collision/?utm_medium=SocialFlow&utm_source=Twitter&utm_campaign=twtnl_x""","""https://uinterview.com/viral-videos/video-chinese-ships-collide-chasing-filipino-coast-guard-during-risky-maneuver"";""https://x.com/uinterview/status/1956210124151832938/video/1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国海警与海军在南海争议海域拦截菲律宾船只并发生碰撞，引发美国部署军舰,中国海军与中国海警在南海试图拦截菲律宾巡逻舰时发生碰撞,2025-8-11,南海,中国海军、中国海警、菲律宾,中国海军与中国海警船只在试图拦截菲律宾巡逻舰时发生碰撞,3761874,"""https://news.usni.org/2025/08/08/irregular-chinese-flotilla-spotted-in-luzon-strait?utm_source=USNI+News&utm_campaign=608016a8d6-USNI_NEWS_DAILY&utm_medium=email&utm_term=0_0dd4a1450b-608016a8d6-231849665&mc_cid=608016a8d6&mc_eid=1f01aea19e"";""https://x.com/brentdsadler/status/1954869672282632314/video/1""","""https://twitter.com/visegrad24/status/1954841800406864091"";""https://x.com/visegrad24/status/1954841800406864091/video/1""","""https://x.com/sentdefender/status/1954815937204367448/video/1""","""https://x.com/theinformant_x/status/1954879644710125573/video/1""","""https://twitter.com/sentdefender/status/1954815937204367448"";""https://x.com/sentdefender/status/1954815937204367448/video/1""","""https://news.usni.org/2025/08/11/chinese-coast-guard-navy-ships-collide-in-south-china-sea-during-blockade-attempt-against-philippine-forces"";""https://x.com/USNINews/status/1954873263131079066/photo/1""","""https://x.com/visegrad24/status/1954841800406864091/video/1""","""https://x.com/eclipsethis2003/status/1954878941128257996/video/1""","""https://www.zerohedge.com/geopolitical/chaos-south-china-sea-china-rams-own-warship-while-pursuit-philippine-vessel""","""https://myfox8.com/news/international/ap-international/ap-philippines-blames-china-for-south-china-sea-collision-in-disputed-waters/?utm_campaign=snd-autopilot&utm_source=t.co&utm_medium=referral&utm_campaign=socialnewsdesk""","""https://x.com/mrbcyber/status/1955078481186000906/photo/1"";""https://twitter.com/committeeonccp/status/1954919132409081892"";""https://www.bbc.com/news/articles/cev22n0lm1xo""","""https://news.usni.org/2025/08/11/chinese-coast-guard-navy-ships-collide-in-south-china-sea-during-blockade-attempt-against-philippine-forces""","""https://oodaloop.com/briefs/global-risk/philippines-blames-china-for-ship-collision-in-disputed-south-china-sea/""","""https://www.washingtontimes.com/news/2025/aug/13/inside-ring-china-embarrassed-china-sea-ship-collision/?utm_campaign=twtnl_x&utm_source=Twitter&utm_medium=SocialFlow"";""https://x.com/WashTimes/status/1955852141957992745/photo/1""","""https://www.washingtontimes.com/news/2025/aug/13/inside-ring-china-embarrassed-china-sea-ship-collision/?utm_medium=SocialFlow&utm_campaign=twtnl_x&utm_source=Twitter"";""https://x.com/WashTimes/status/1955821952339157377/photo/1""","""https://www.washingtontimes.com/news/2025/aug/13/inside-ring-china-embarrassed-china-sea-ship-collision/?utm_source=Twitter&utm_campaign=twtnl_x&utm_medium=SocialFlow"";""https://x.com/WashTimes/status/1955791761734848942/photo/1""","""https://www.washingtontimes.com/news/2025/aug/13/inside-ring-china-embarrassed-china-sea-ship-collision/?utm_source=Twitter&utm_campaign=twtnl_x&utm_medium=SocialFlow"";""https://x.com/WashTimes/status/1955837043742752952/photo/1""","""https://www.washingtontimes.com/news/2025/aug/13/inside-ring-china-embarrassed-china-sea-ship-collision/?utm_medium=SocialFlow&utm_campaign=twtnl_x&utm_source=Twitter"";""https://x.com/WashTimes/status/1955761564188872971/photo/1""","""https://www.washingtontimes.com/news/2025/aug/13/inside-ring-china-embarrassed-china-sea-ship-collision/?utm_medium=SocialFlow&utm_source=Twitter&utm_campaign=twtnl_x"";""https://x.com/WashTimes/status/1955957592284332381/photo/1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国海警与海军在南海争议海域拦截菲律宾船只并发生碰撞，引发美国部署军舰,中国船只在南海争议浅滩附近使用水炮攻击菲律宾船只,2025-8-11,南海争议浅滩附近,中国、菲律宾,中国船只使用水炮攻击菲律宾船只,9747289,"""https://twitter.com/globaltimesnews/status/1954892830549450856"";""https://x.com/globaltimesnews/status/1954892830549450856/photo/1""","""https://www.bloomberg.com/news/articles/2025-08-11/philippines-says-china-ship-targeted-vessel-with-water-cannon?taid=6899664cd3d0c80001293606&utm_campaign=trueanthem&utm_content=business&utm_medium=social&utm_source=twitter""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国海警与海军在南海争议海域拦截菲律宾船只并发生碰撞，引发美国部署军舰,美国在南海争议浅滩部署两艘军舰以应对中国碰撞事件,2025-8-14,南海争议浅滩,美国、中国,美国在南海争议浅滩部署两艘军舰，以应对中国碰撞事件,3362566,"""https://www.pasadenastarnews.com/2025/08/13/philippines-us-china-disputed-shoal/?utm_medium=social&utm_content=tw-PasStarNews&utm_source=twitter.com&utm_campaign=socialflow""","""https://www.troyrecord.com/2025/08/13/philippines-us-china-disputed-shoal/?utm_source=twitter.com&utm_content=tw-troyrecord&utm_campaign=socialflow&utm_medium=social""","""https://www.military.com/daily-news/2025/08/13/us-briefly-deploys-2-warships-disputed-south-china-sea-shoal-after-chinese-collision.html""","""https://www.washingtontimes.com/news/2025/aug/13/us-briefly-deploys-two-warships-disputed-south-china-sea-shoal/?utm_campaign=twtnl_x&utm_source=Twitter&utm_medium=SocialFlow"";""https://x.com/WashTimes/status/1955727319147888848/photo/1""","""https://www.washingtontimes.com/news/2025/aug/13/us-briefly-deploys-two-warships-disputed-south-china-sea-shoal/?utm_medium=SocialFlow&utm_source=Twitter&utm_campaign=twtnl_x""","""https://www.pilotonline.com/2025/08/13/philippines-us-china-disputed-shoal/""","""https://www.washingtontimes.com/news/2025/aug/13/us-briefly-deploys-two-warships-disputed-south-china-sea-shoal/?utm_campaign=twtnl_x&utm_medium=SocialFlow&utm_source=Twitter"";""https://x.com/WashTimes/status/1955882356897685912/photo/1""","""https://www.washingtontimes.com/news/2025/aug/13/us-briefly-deploys-two-warships-disputed-south-china-sea-shoal/?utm_source=Twitter&utm_campaign=twtnl_x&utm_medium=SocialFlow"";""https://x.com/WashTimes/status/1955942746780299291/photo/1""","""https://www.orlandosentinel.com/2025/08/13/philippines-us-china-disputed-shoal/"";""https://x.com/orlandosentinel/status/1955681409890152589/photo/1""","""https://www.stripes.com/branches/navy/2025-08-13/navy-warships-south-china-sea-18750670.html""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
澳大利亚与菲律宾在南海附近举行最大规模军事演习,澳大利亚与菲律宾在南海附近举行最大规模军事演习,2025-8-15,南海附近,澳大利亚、菲律宾,澳大利亚和菲律宾军队在南海附近举行最大规模军事演习,9832894,"""https://www.daytondailynews.com/news/nation-world/australian-and-philippine-forces-launch-largest-military-exercises-near-disputed-south-china-sea/KYTNZ2Z2DNORJKNOOJWRMQGOPU/?utm_campaign=snd-autopilot""","""https://www.bloomberg.com/news/articles/2025-08-16/philippines-australia-kick-off-drills-near-south-china-sea?taid=689fe2a1db64270001209c17&utm_campaign=trueanthem&utm_content=business&utm_medium=social&utm_source=twitter""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
美国在南海、巴拿马运河、苏伊士运河保护全球供应链,美国在南海、巴拿马运河、苏伊士运河保护全球供应链,2025-8-18,南海、巴拿马运河、苏伊士运河,美国,美国在南海、巴拿马运河、苏伊士运河等全球供应链关键节点进行保护,1283752,"""https://x.com/DanCrenshawTX/status/1957245644088770578/video/1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国船只在南海发生碰撞事件，引发美国对中国军事能力的评估,中国船只在南海发生碰撞事件,2025-8-20,南海,中国,两艘中国船只在南海发生碰撞，凸显误判风险,10093388,"""https://www.bloomberg.com/opinion/articles/2025-08-19/china-s-high-seas-game-of-chicken-is-backfiring""","""https://www.axios.com/2025/08/20/china-philippines-us-navy-scarborough""","""https://www.bloomberg.com/opinion/articles/2025-08-19/china-s-high-seas-game-of-chicken-is-backfiring?taid=68a4e6ff2f791300016e41b4&utm_campaign=trueanthem&utm_content=business&utm_medium=social&utm_source=twitter""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
